"state","year","avg_days_to_contain"
TX,1992,0.15454545454545454
TX,1993,0.3473053892215569
TX,1994,0.34375
TX,1995,0.16129032258064516
TX,1996,0.310580204778157
TX,1997,0.20754716981132076
TX,1998,0.45045045045045046
TX,1999,0.4294117647058823
TX,2000,0.7741935483870968
TX,2001,0.46258503401360546
TX,2002,0.5824175824175825
TX,2003,0.5336322869955157
TX,2004,1.0222222222222221
TX,2005,0.49193548387096775
TX,2006,0.616504854368932
TX,2007,0.9647058823529412
TX,2008,1.1
TX,2009,0.712054965646471
TX,2010,0.23906485671191555
TX,2011,0.5730780061954379
TX,2012,0.7147239263803681
TX,2013,0.3169774288518155
TX,2014,0.3068702290076336
TX,2015,0.29957805907172996
UT,1992,0.4315937940761636
UT,1993,0.6411290322580645
UT,1994,0.9050847457627119
UT,1995,0.7669039145907474
UT,1996,0.9443053817271589
UT,1997,0.7101096224116931
UT,1998,0.7962308598351001
UT,1999,0.7140575079872205
UT,2000,1.1003818876159301
UT,2001,1.2755860491709547
UT,2002,1.736981465136805
UT,2003,1.4253200568990043
UT,2004,1.3518518518518519
UT,2005,2.5854214123006836
UT,2006,2.292998477929985
UT,2007,2.3791079812206575
UT,2008,2.5495049504950495
UT,2009,2.662292213473316
UT,2010,2.0830152671755724
UT,2011,1.955534531693472
UT,2012,1.7767175572519085
UT,2013,1.8501628664495113
UT,2014,1.818798449612403
UT,2015,1.0683453237410072
VA,1992,0.7073170731707317
VA,1993,0.8301886792452831
VA,1994,0.5324675324675324
VA,1995,0.3011734028683181
VA,1996,0.18369829683698297
VA,1997,0.921875
VA,1998,2.6666666666666665
VA,1999,1.6124031007751938
VA,2000,1.5443037974683544
VA,2001,1.0297029702970297
VA,2002,2.0736842105263156
VA,2003,0.3715170278637771
VA,2004,1.0833333333333333
VA,2005,0.9714285714285714
VA,2006,2.021276595744681
VA,2007,2.101449275362319
VA,2008,3.8484848484848486
VA,2009,1.3333333333333333
VA,2010,2.641509433962264
VA,2011,4.0227272727272725
VA,2012,3.482142857142857
VA,2013,1.4583333333333333
VA,2014,0.9032258064516129
VA,2015,1.6153846153846154
VT,1992,1.0
VT,1993,0.0
VT,1994,0.5
VT,1995,0.0
VT,1997,0.0
VT,1998,0.0
VT,1999,0.3333333333333333
VT,2002,2.0
VT,2003,0.0
VT,2004,0.0
VT,2005,0.0
VT,2006,0.0
VT,2007,0.0
VT,2008,1.0
VT,2009,0.0
VT,2010,1.5
VT,2012,0.030927835051546393
VT,2013,0.0
WA,1992,0.6990077177508269
WA,1993,0.3283898305084746
WA,1994,2.628787878787879
WA,1995,0.7540322580645161
WA,1996,0.6774847870182555
WA,1997,3.5082304526748973
WA,1998,1.0056980056980056
WA,1999,0.9852941176470589
WA,2000,0.8117229129662522
WA,2001,2.2059369202226344
WA,2002,1.4908579465541492
WA,2003,3.68075117370892
WA,2004,2.2002355712603063
WA,2005,1.152542372881356
WA,2006,1.735207100591716
WA,2007,1.3454258675078865
WA,2008,7.96457765667575
WA,2009,8.605740181268882
WA,2010,1.717434869739479
WA,2011,1.0917073170731708
WA,2012,7.571732954545454
WA,2013,8.796038151137198
WA,2014,7.458868894601542
WA,2015,9.525465838509318
WI,1992,0.059190031152647975
WI,1993,0.10997732426303855
WI,1994,0.04781281790437437
WI,1995,0.06593406593406594
WI,1996,0.023303632625085675
WI,1997,0.0
WI,1998,0.06077348066298342
WI,1999,0.022727272727272728
WI,2000,0.046511627906976744
WI,2001,0.0
WI,2002,0.0
WI,2003,0.02830188679245283
WI,2004,0.031746031746031744
WI,2005,0.09411764705882353
WI,2006,0.2413793103448276
WI,2007,0.1901840490797546
WI,2008,0.02631578947368421
WI,2009,0.04328453214513049
WI,2010,0.24390243902439024
WI,2011,0.010958904109589041
WI,2012,0.15138282387190685
WI,2013,0.01447178002894356
WI,2014,0.19504132231404958
WI,2015,0.021784232365145227
WV,1992,0.09415121255349501
WV,1993,0.10283687943262411
WV,1994,0.21726190476190477
WV,1995,0.21630347054075869
WV,1996,0.08602150537634409
WV,1997,0.0965034965034965
WV,1998,0.14527363184079603
WV,1999,0.20030816640986132
WV,2000,0.18806509945750452
WV,2001,0.21892497200447927
WV,2002,0.087
WV,2003,0.1390625
WV,2004,0.09870550161812297
WV,2005,0.1394736842105263
WV,2006,1.4545454545454546
WV,2007,0.0967741935483871
WV,2008,1.0384615384615385
WV,2009,0.543859649122807
WV,2010,1.6538461538461537
WV,2011,0.12269938650306748
WV,2012,0.18614718614718614
WV,2013,0.13126079447322972
WV,2014,0.10210526315789474
WV,2015,0.16204379562043797
WY,1992,0.4393203883495146
WY,1993,0.4431137724550898
WY,1994,0.7130584192439863
WY,1995,0.4351145038167939
WY,1996,0.8248587570621468
WY,1997,0.6162162162162163
WY,1998,0.9890710382513661
WY,1999,0.9761092150170648
WY,2000,2.765017667844523
WY,2001,1.6973886328725039
WY,2002,1.63013698630137
WY,2003,3.0561959654178676
WY,2004,0.6923076923076923
WY,2005,2.4652087475149105
WY,2006,2.4736147757255935
WY,2007,3.5864406779661016
WY,2008,1.2879464285714286
WY,2009,2.2584745762711864
WY,2010,3.5034364261168385
WY,2011,1.8251192368839428
WY,2012,2.1511068334937438
WY,2013,2.3120689655172413
WY,2014,0.8047138047138047
WY,2015,1.1112929623567922
